label,article
0,"May website na nagpapanggap na ABS-CBN ang nagsasabing nag-eendorso raw ang cardiologist na si Doc Willie Ong ng gamot sa high blood pressure. May tatlong version na ipinakikita ang pekeng website na qy14.poremu.com: una ang Neocardia na gamot daw sa high blood pressure, pangalawa si Doc Willie ay initerbyu daw ni Boy Abunda tungkol sa gamot, at pangatlo ay exclusive interview raw kay Doc Willie ng isang reporter. "
0,May kumakalat na video sa Facebook na nagsasabing si Doc Liza Ong ay nag-eendorso ng pamahid na nakapagpapagaling daw ng prostatitis o pamamaga ng prostate. Dagdag ng video na registered daw itong cream sa Food and Drug Administration (FDA). Ang pekeng video ay may link sa website kung saan puwede raw bumili ng Sumifun. 
0,"Noong Enero 8, nilinaw ng Commission on Higher Education (CHED) sa isang press conference ang mga isyu sa pagpapahinto ng Senior High School (SHS) program sa local at state universities at colleges (LUCs at SUCs). "
0,"May mga impostor sa Facebook na nagpapakalat ng pekeng recruitment ads ng Philippine Coast Guard (PCG) habang patuloy na umiinit ang tensiyon sa West Philippine Sea. Hindi pa nagtatawag ng mga aplikante ang PCG para sa 2024. Ang mga pekeng patawag ay nagsimulang kumalat noong Dec. 17. Nilista nito ang mga requirement kuno at ginamit ang logo ng PCG at mga picture mula sa mga training at event ng PCG. Ang mga caption ay may mga link sa mga website kung saan puwede raw mag-apply. Isang post noong Dec. 29 ay may caption na: “PCG HIRING 2024. APPLICATION NOW OPENED.” Ang kasamang graphic ay may nakasulat na: “PHILIPPINE COAST GUARD HIRING: K12 GRADUATES. 5’0 Height Above. NO AGE’S LIMIT. P43,000.00 Monthly Salary.”"
0,"May kumakalat na text na nagbababala tungkol sa bagong wave daw ng COVID-19 sa Metro Manila. Sinasabi ng text na napuno ang mga intensive care units (ICUs) ng St. Luke’s Medical Center dahil sa pagdami ng COVID-19 cases ayon daw kay Dr. Ruth Divinagracia. Ang text ay kumalat sa Facebook at mga private messenger nitong December holiday season. Sabi ng text: “FOR YOUR INFO  – NEW COVID WAVE IN METRO MANILA  – Dr. Ruth Divinagracia Pulmonary & Critical Care Doctor St. Luke Medical Center Covid ICU in SLMC is now full. Most of the cases are covid-induced bad commorbidities (sic). Big number of patients have been vaccinated but not boosted. We are anticipating the number to go up after the holidays. Suggesting to limit socializing, specially occasions where you will have to remove your masks. Still suggesting to use N95 and not KN95 masks. If you have families and friends with underlying commorbidities (sic), please let them know to be very careful and cautious as to the event/occasion that they are attending and mask removal. Thanks.”   "
0,"May chain message na unang kumalat noon pang nakaraang tatlong taon ang kumakalat ulit ngayon sa TikTok at Facebook, na nagbababalang guguho ang SM Mall of Asia dahil sira na ang pundasyon nitong nakalubog sa tubig. Kumalat ulit ang chain message dalawang araw pagtapos lumindol nang magnitude 5.9 sa Lubang, Occidental Mindoro at naramdaman sa Metro Manila. Binalaan ng chain message ang mga netizen na huwag pumunta sa MOA dahil pumping system na lang daw ang pumipigil sa paglubog ng MOA. Sabi ng chain message: “Guys, avoid niyo din pumunta sa MOA. 1 of the engineers is our family friend and pinatawag sila ng management dahil nasira na ang mga pondasyon sa ilalim causing the water from the bay to enter sa ilalim. Pumping system na lang yung tumutulak pabalik ng water sa bay. Pag nasira ang mga pumps pwedeng magcollapse ang MOA.”      "
0,"Dalawang pekeng Facebook page ang nag-post na naglilinis ng bodega ang Ninoy Aquino International Airport (NAIA) at nagbebenta raw ng mga maletang hindi nakuha. Ang mga picture sa mga pekeng post ay luma na at walang kinalaman sa NAIA. Ini-upload noong Nov. 21, sinasabi ng mga pekeng post na: “Ninоy Aquіno International Airport. Start of sales in 2023! From now on, we will clear out the airport warehouse and sell luggage that has gone unchecked for 6 months. Ninоy Aquino Airport can dispose of these suitcases, organise a charity event and distribute the forgotten luggage for only ₱556.54 per suitcase!” Ang mga post ay may picture ng mga “nawalang” bag at maleta na nakapila sa loob ng airport at ibinebenta sa presyong P556. "
0,"Isang picture na kumakalat sa Facebook ang nagsasabing nagbukas daw ng application ang Commission on Higher Education (CHED) para sa college scholarship. Ipino-promote ng pekeng post ang pekeng Professional Regulation Commission website, na ang totoo’y para sa investment at sugal. Ang pekeng graphic na may CHED logo at ini-upload noong Nov. 22 ay may nakasulat na: “CHED SCHOLARSHIP PROGRAM 2023-2024. Full Allowance for Private College/University P120,000. Full Allowance for Public College/University P80,000.” At may caption na: “CHED SCHOLARSHIP NOW OPEN SEND YOUR APPLICATION HERE.”      "
0,"May chain message na kumakalat sa Facebook at mga private messenging app na nagbababalang patayin ang cell phone sa gabi para makaiwas sa nakamamatay na radiation. Noong November, may mga netizen na nagshare ng text na nagbababalang dapat pinapatay ang cell phone mula 10:30 p.m. hanggang 3:30 a.m. para makaiwas sa nakamamatay na radiation. Para magmukhang totoo ang chain message, sinasabing galing ang abiso kay Kuya Kim Atienza at sa BBC News:  “Turn off daw mamaya ang mga cp 10:30 PM hanggang 3:30 AM kase malakas ang radiation dhil sa cosmic rays, nucli atomic. Ibinalita ni Kuya Kim at sa BBC news sa cable. Delikado’t bka nakkamatay daw. Wag itabi sa pagtulog ang cp, and please pakiforward din sa iba for their information. – (Forwarded) Kung outside Phil,imssge nyo relatives nyo.”  "
0,"Higit isang linggo pagkatapos bigyan ng pagkakataong makapagpiyansa si dating senador Leila De Lima, isang YouTube video ang nagsasabing pinatay siya. Noong Nov. 22, isang YouTube channel ang nag-upload ng video na may maling thumbnail caption na: “OMG! TINUMBA NA! NABIGLA LAHAT! DELIMA KUMPERMADO!” Maliban sa caption, isang black-and-white picture ni De Lima ang pinakikita habang sa background ay may mga picture na umiiyak sina Pangulong Bongbong Marcos, dating pangulong Rodrigo Duterte, dating bise presidente Leni Robredo at dating senador Sonny Trillanes. Ang YouTube channel na BALITANG PINOY TV (ginawa noong Dec. 27, 2020) ang nag-upload ng video na may higit 330 interactions at 9,800 views."
0,"May impostor na Facebook page na ginagamit ang pangalan ng cardiologist na si Willie Ong para mag-endorso ng hindi aprubadong brand ng apple cider gummies. Itinanggi ni Doc Willie na nag-eendorso siya ng Fitrum apple cider gummies at kinumpirmang peke ang ad. Sa isang Viber message noog Nov. 23, nilinaw ni Doc Willie na isang produkto lang ang ineendorso niya at ng asawa niya, at iyon ay isang brand ng gatas para sa matatanda. Ayon sa pekeng ad, ang apple cider gummies ay puwede raw magtanggal ng cholesterol, maglinis ng atay, at magpapayat. Pero ang Fitrum apple cider gummies ay hindi aprubado ng Food and Drug Administration. Ginawa noong Sept. 14, ang pekeng Facebook page na 𝐃𝟎𝐜 𝐖𝐢𝐢𝐥𝐢.𝐞 – 𝐇𝐞𝐚𝐥𝐭𝐡𝐲 𝐓𝐢𝐩𝐬 ay may mga post tungkol sa organic barley at mga vlog ni Doc Willie. "
0,May mga Facebook netizen na nagshe-share ng litratong nagsasabing nagdagdag ng Grade 13 ang DepEd. Isang Facebook netizen ang nag-upload ng kumakalat na graphic na may picture ni dating DepEd secretary Leonor Briones at may nakasulat na: “Congrats grade 12 you are moving to grade 13” Ini-upload ulit noong Nov. 15 ang graphic bilang Reel at may caption na: “Good luck sa mga grade-11 and grade-12 may grade-13!!!: Kumalat din ulit ang isang lumang graphic na ginawa sa isang breaking news generator website. 
0,"Nalagay sa alanganin sina Jeffrey “Ka Eric” Celiz at Lorraine Badoy, parehong anchor ng Sonshine Media Network International (SMNI) news channel, dahil sa pagtanggi nilang ibunyag ang pagkakakilanlan ng kanilang mga pinagkunan ng impormasyon, na nagsabing gumastos si House Speaker Ferdinand Martin Romualdez ng P1.8 bilyon sa loob lamang ng isang taon para sa kanyang mga pagbibiyahe. Si Celiz, isang dating aktibista na nagsabing siya ay dating kadre ng New People’s Army, at si Badoy, isang lisensyadong doktor na nagsilbi bilang undersecretary sa Presidential Communications Office sa ilalim ng administrasyong Duterte, ay na-cite for contempt at ikinulong noong Dis. 5 sa Batasang Pambansa. Pinalaya sila noong Dis. 12 dahil sa “humanitarian considerations” sa diwa ng panahon ng Pasko. “Hindi ko sasagutin iyan dahil protektado ako ng batas, ayon sa payo at pakikipagkumperensya sa akin mga abogado rito. Ako ay protektado ng Sotto Law,” ani Celiz sa pagdinig ng House Committee on Legislative Franchises noong Dis. 5. Sa isang pagdinig ng House committee noong Nob. 30, sinabi ni Celiz na ang kanyang source ay “isang empleyado ng Senado” ngunit hindi kinilala ang tao, at binanggit na ang Sotto Law ay nagpoprotekta sa “source ng bawat mamamahayag o reporter.” "
0,"Bilang reaksyon sa resolusyon ni Sen. Risa Hontiveros na humihimok sa gobyerno na makipagtulungan sa International Criminal Court (ICC) sa drug war probe nito sa Pilipinas, sinabi ni Sen. Imee Marcos na “walang hurisdiksyon” ang Netherlands-based tribunal na magsagawa ng imbestigasyon dahil ang judicial system ng bansa ay “gumagana.” Sa isang panayam noong Nob. 28 sa programang Balitaan ng CNN Philippines, tinanong ng news anchor na si Mai Rodriguez si Marcos kung ano ang kanyang palagay tungkol sa hurisdiksyon ng ICC na imbestigahan ang umano’y mga krimen laban sa sangkatauhan na ginawa sa digmaan laban sa droga sa panahon ng administrasyong Duterte. Sumagot si Marcos, na nagsabi noong araw na iyon na sumasang-ayon siya na ang mga imbestigador ng ICC ay hindi dapat payagang makapasok sa bansa: “Paulit-ulit ko nang sinasabi na talagang walang hurisdiksyon ang ICC. They have absolutely no jurisdiction in the Philippines pagka’t ang liwa-liwanag ng mga datos ng ICC, ang kanilang – ang sariling mga batay at batas ay talagang nagpapakita na ‘pag hindi umaandar at wala nang korte na nakikinig at naglilitis, eh, saka lang sila papasok.” Iginiit ng mambabatas na “gumagana” ang judicial system sa bansa dahil pinayagan nitong makapagpiyansa si dating senador Leila De Lima. Sa pagbanggit sa pangyayari, sinabi ni Marcos na “nakinabang” si De Lima sa malakas at malayang hudikatura ng bansa. Nakalaya si De Lima mula sa pagkakakulong noong Nob. 13 pagkatapos ng mahigit anim na taon dahil sa umano’y pagkakasangkot niya sa illegal drug trade sa national penitentiary noong siya ay secretary of Justice. "
0,"Isang YouTube video ang nagpapakita umano ng eroplanong pandigma na ipinadala raw ng Japan sa West Philippine Sea (WPS) para suportahan ang Pilipinas sa lumalalang tensiyon nito laban sa China. Ini-upload noong Nov. 11, ang 98-segundong video ay nagpapakita ng pitong eroplanong pandigma na lumilipad nang may formation. May nakalagay na “breaking news” sa thumbnail na nagpapakita ng mga eroplanong pandigma na inedit para magmukhang may mga watawat ng Japan at Pilipinas. Binigyan ito ng headline na: “CHINA VS PILIPINAS JAPAN BUMANAT NA PART2! PHILIPPINE VINES BREAKING NEWS VIRAL.” Sinabi rin ng video na ipinadala raw ng Japan ang mga eroplanong pandigma nila sa WPS bilang tugon sa pagbomba ng tubig ng Chinese Coast Guard (CCG) sa barko ng Pilipinas na nagdadala ng mga gamit sa Ayungin Shoal nitong Nov. 10. "
0,"Mga pekeng website ng Department of Social Welfare and Development (DSWD) na nangangako ng ayuda para sa mga walang trabaho ang kumakalat ulit ilang araw pagtapos iulat ng Philippine Statistics Authority (PSA) na may 2.26 milyong Pinoy ang walang trabaho noong nakaraang buwan. Nitong November, shinare ng mga netizen sa Facebook at FB Messenger ang mga link sa mga website na may pamagat na “Department of Social Welfare and Development – Unemployment Financial Assistance”. Ang mga website ay may logo ng DSWD Field Office 12 at litrato ng kanilang opisina mula sa Philippine News Agency. "
0,"Isang pekeng “ulat” na may 3.4 million views sa Facebook (FB) ang nagsasabing binugbog daw ang cardiologist na si Willie Ong sa isang live na palabas sa TV. Ang 38-segundong video na ini-upload noong Oct. 17 ay may logo ng CNN Philippines at headline na: “Lumaban sa studio. Bakit binugbog si Kardiyolog Willie Ong sa Live TV? Nabigla ang mga pensionado nang malaman nila ang katotohanan.” Ang pekeng ulat ay puno ng mga panloloko: Isang video ni Sen. Raffy Tulfo ang ipinagmukhang binabasa niya ang pekeng ulat. Isang litrato ni Doc Willie ay inedit para ipagmukhang may pasà siya sa mata. At isang video ng kaguluhan sa India, anim na taon na ang nakalipas, ang ipinagmukhang footage ng pambubugbog kay Doc Willie. "
0,"Isang YouTube video ang nagsasabing makakukuha ang mga Social Security System (SSS) pensioner ng dagdag na P1,000 kasabay ng kanilang 13th month pension. Ini-upload nitong Nov. 12, ang maling video ay may headline na: “ATTENTION ALL SENIORS & PENSIONERS! SSS 13TH MONTH PENSION AT ₱1,000 INCREASE, SABAY IBIBIGAY!” Nagparinig lang ito ng audio clip mula sa 2022 episode ng SSS public service program na “uSSSap Tayo” kung saan pinag-usapan ang 13th month pension. "
0,Ipinaikot muli sa Facebook (FB) ng ilang netizen ang isang babala sa pagkain ng isda dahil itinapon daw sa dagat ng isang ospital sa Mindanao ang mga test tube na ginamit sa mga may HIV (human immunodeficiency virus). 
0,"Mula sa pagsasabi noong Agosto 2022 na ang Pilipinas ay “walang intensyon” na muling sumali sa International Criminal Court (ICC), sinabi ngayon ni Pangulong Ferdinand Marcos Jr. na ang pagbabalik ng Pilipinas sa Netherlands-based tribunal ay “pinag-aaralan.” Tinukoy ng ilang public figure ang pag-alis ng bansa sa ICC bilang katwiran sa pagsasabing walang hurisdiksyon ang tribunal sa mga pagpatay na may kinalaman sa droga bago ang 2019 sa ilalim ng administrasyong Duterte. Sa panayam ng media noong Biyernes, Nob. 24, pagkatapos ng inagurasyon ng isang ospital sa Taguig City, isang reporter ang nagtanong kay Marcos tungkol sa kanyang saloobin sa isang resolusyon na inihain noong Nob. 21 sa House of Representatives na humihimok sa mga kinauukulang ahensya ng gobyerno na makipagtulungan sa pagsisiyasat ng ICC sa madugong giyera kontra droga ng administrasyong Duterte. Inilarawan ang resolusyon ng Kamara bilang “hindi pangkaraniwan,” sumagot si Marcos: “As I have always said, there are still some problems in terms of jurisdiction and sovereignty. Now, if you can solve those problems then that would be something else. […] There is also a question: Should we return under the fold of the ICC? So, that’s again under study. So, we’ll just keep looking at it and see what our options are.”"
0,"Sa paggunita ng kanilang anim na taong pagkakatapon kasunod ng 1986 People Power Revolution, sinabi ni Pangulong Ferdinand Marcos Jr. na ang kanyang pamilya ay “walang wala” nang dumating sila sa Honolulu, Hawaii kung saan sila ay inilipad mula sa Palasyo ng Malacañan matapos mapatalsik ang kanyang ama bilang presidente. Sa isang pagpupulong noong Nob. 18 sa kanyang side trip mula sa U.S. mainland, pinasalamatan ni Marcos ang mga Filipino at Filipino-American communities sa Honolulu na, aniya, ay “pinanatiling buhay (sila)” sa mga taon ng kanilang pagkakatapon. Pagkatapos, naalala niya: “We landed here in Honolulu with nothing, with nothing. My family was flown from Malacañan Palace to Hickam Air Force Base and when we finally move[d] to Makiki Heights. Kayong lahat, nakikita ko kayo nandoon kayong lahat. I know – they were always there. We had nothing with us. They kept everything to inspect everything.”"
0,"Sabi ni Harry Roque, hindi kailanman naghain ng reklamo o testimonya si dating pangulong Rodrigo Duterte laban kay Leila De Lima, na nakulong dahil sangkot umano ang dating senador sa illegal drug trading sa loob ng New Bilibid Prison. Sinagot ni Roque, dating tagapagsalita ni Duterte, ang mga panawagan na parusahan ang “nasa likod” ng pagkabilanggo ni De Lima nang halos pitong taon. "
0,"Sinabi ni Vice President Sara Duterte noong Nobyembre 9 na hindi na niya ipipilit ang panukalang P650-million na confidential funds sa 2024 national budget para sa Office of the Vice President at Department of Education (DepEd) dahil nagiging sanhi daw ng pagkakawatak-watak ang isyu. Bagama’t ayaw na raw niya ng confidential funds, hiniling naman niya sa mga mambabatas na ilipat ang P150-million confidential funds ng DepEd sa National Learning Recovery Program ng ahensya. "
0,"Kasunod ng ilang linggong mainit na talakayan tungkol sa kahilingan ng Office of the Vice President (OVP) at Department of Education (DepEd) para sa confidential funds, sinabi ni Vice President Sara Duterte na isinuko na niya ito upang wakasan ang pagkakawatak-watak dahil dito. Noong Nob. 9, naglabas ng pahayag ang OVP sa opisyal nitong Facebook page na nagsasabing: (“Ang Office of the Vice President ay maaari lamang magmungkahi ng budget para suportahan ang ligtas na pagpapatupad ng ating mga programa, aktibidad, at proyekto upang maibsan ang kahirapan at itaguyod ang pangkalahatang kapakanan ng bawat pamilyang Pilipino. Gayunpaman, hindi na namin itutuloy ang paghingi ng Confidential Funds.) Bakit? Dahil ang isyung ito sanhi ng pagkakahati-hati, at bilang Vice President, nanumpa ako na panatilihing mapayapa at matatag ang bansa.”) Sara Z. Duterte Vice President of the Philippines Secretary of the Department of Education"
0,"Sa isang press release, nasipi ang sinabi ni Vice President Sara Duterte na ang Commission on Elections (Comelec) ay nagplano na magsampa ng mga kasong kriminal laban sa mga guro na umatras sa kanilang mga tungkulin sa Okt. 30 barangay polls. Sa isang press release noong Nob. 4, sinabi ng DepEd: “The [DepEd] welcomes the recent statement of the [Comelec] that it will no longer pursue filing criminal charges against teachers for backing out of their Electoral Board duties during the 2023 [BSKE].” "
0,"Habang nagbabalik-tanaw sa diskarte ng administrasyong Duterte sa pagharap sa mga agresibong hakbang ng China sa pinagtatalunang West Philippine Sea, hindi umayon si dating Interior secretary Rafael “Raffy” Alunan III sa pagtukoy bilang “tagasuporta” ni dating pangulong Rodrigo Duterte. Partikular siyang tumugon sa pagkakalarawan bilang isang taong nag-aakalang “walang magagawang mali” si Duterte. Sa isang panayam noong Nobyembre 2 kasama ang mamamahayag na si Christian Esguerra sa kanyang Facts First podcast, tinanong si Alunan tungkol sa kanyang mga pananaw sa “friendly” na relasyon ng administrasyong Duterte sa China na, aniya, ay humantong sa pagbubukas ng bansa sa maraming aktibidad ng mga Tsino, kabilang ang ang kontrobersyal na offshore gaming operations. Sumagot si Alunan: “As far as I’m concerned, I’m an ordinary citizen and I can see exactly what the mistakes were during the Duterte administration, whether it was meant or not meant, the consequences were this.” Hiniling ni Esguerra kay Alunan, na inilarawan ang dating opisyal ng gobyerno bilang isang taong “sumuporta” kay Duterte, upang ipaliwanag ang kanyang punto. Sumagot ang dating interior secretary: “I don’t like that assumption… supported… because I’ve been attacked by so many people here. ‘Oh, Alunan adored this guy, that he could do no wrong.’ I don’t like that assumption that I was his supporter in that sense. In that sense, okay? I supported the policy of protecting the national interest, okay. And then that protection included keeping our allies.”    "
0,"Isang Pinoy Facebook netizen ang nag-upload ng video ng eroplanong pandigma raw ng Iran na pinupuntirya ang Israel dahil sa lalo pang lumalalang giyera ng Israel at Hamas. Ini-upload noong Oct. 22, ang 13-segundong video ay nagpakita ng formation ng apat na eroplanong lumilipad habang may sirenang nag-iingay. Sabi sa kasinungalingang video:  “Iran aircraft attacking on (sic) Israel.” Ang video ay unang ini-upload sa TikTok bago kumalat sa Facebook. "
0,"Isang compilation video ng mga wildfire sa Argentina ang ini-upload sa Facebook at TikTok para ipagmukhang mga eksena sa patuloy na giyera ng Israel at Hamas. Ini-upload noong Oct. 14, ang isang-minuto at pitong-segundong Facebook (FB) video ay compilation ng limang clip ng mga napakalaking sunog na tumupok sa iba’t ibang lugar sa Argentina, hindi sa Israel o Palestine. Sabi sa mapanlinlang na video: “NAKAKA PANINDIG BALAHIBO ISRAEL VS PALESTINE WAR UPDATE 2023.”  "
0,"Sa ilang mga ulat ng balita, inilarawan ni Surigao Del Norte Rep. Robert Ace Barbers, chair ng House Committee on Dangerous Drugs, ang anti-drug operations sa ilalim ni Pangulong Ferdinand “Bongbong” Marcos Jr. bilang “bloodless.” Noong Oktubre 15, sinipi ang pahayag ni Barbers sa mga lumabas na mga balitang pinupuri ang kampanya ni Marcos laban sa ilegal na droga. Bahagi nito ay nagsasabing: “It’s a bloodless war. It shows that we can slay the dragon that is the drug menace without lives lost.” Ang pahayag na ito ay nangyari anim na araw matapos na iniulat ni Barbers, sa pagdinig ng kanyang komite noong Oktubre 9, na ang mga ahensya na nagpapatupad ng batas ay nakasamsam ng humigit-kumulang P30-bilyong halaga ng iligal na droga mula nang magsimula ang administrasyong Marcos. "
0,"Sa isang panayam sa telepono ng mga mamamahayag sa Senado noong Oktubre 13, pinabulaanan ni Sen. Ronald “Bato” Dela Rosa ang mga alegasyon na pinagbabantaan ni dating pangulong Rodrigo Duterte si ACT Party-list Rep. France Castro, na walang basehang inakusahan ni Duterte bilang isang “komunista” sa Kongreso na “gusto niyang patayin.”"
0,"May mga video na kumakalat sa YouTube at Facebook (FB) na nagsasabing ipinababawi ng gobyerno ang lupang tinitirahan ng Socorro Brigade Services Inc. (SBSI) sa Surigao del Norte at nagpadala ng mga sundalo roon. Ini-upload noong Oct. 11, mahigit isang linggo matapos itigil ng DENR ang kasunduan sa SBSI, isa sa mga nakaliligaw na video ang nagsabing: “Hala Gobyerno BABAWIIN NA ang LUPANG INANGKIN ni SENIOR AGILA DENR AT SUNDALO PINALULUSOB sa SBSI.” Ang thumbnail ng video ay may litrato ni Pangulong Bongbong Marcos na ipinagmumukhang hawak niya ang utos na dokumento. Isa pang video na ini-upload naman noong Oct. 17 ang may pamagat na: “GOODNEWS! Gobyerno Binawi ang Lupang inangkin ni Senior Agila DENR Sundalo Winasak ang Kulto SBSI.” Ginamit din nito ang parehong litrato ni Marcos at may dagdag na caption na: “NILUSOB ANG SBSI. ITO ANG NAKAKAKILABOT NA UTOS SA PANGULO. UBUSIN ANG KULTO!”      "
0,"Isang video na kumakalat sa YouTube at Facebook ang nagsasabing nagpaputok ng mga warning shot ang mga barko ng Pilipinas laban sa dalawang barko ng Chinese Navy habang papalapit sila sa Subic Bay noong Oct. 20. Sabi sa pamagat ng video: “Kumaripas Ng takbo! Chinese navy pinaputukan ng pinas matapos agresibong lumapit sa subic.” Inilabas ang video limang araw pagdaong sa Subic Bay ng mga luxury cruise ship mula China, matapos ang tatlong taong hiatus o hindi pagpapadaong sa mga luxury cruise ship sa bansa. Ipinost ng YouTube channel na Terong Explained (ginawa noong Oct. 6, 2015) at ini-upload ulit ng isang netizen sa Facebook, ang video ay nagkaroon ng kabuuang 171,215 interactions. "
0,"Maraming Facebook page na nagpapanggap na mga authorized Apple reseller ang gumagamit ng parehong modus ng ibang manloloko para magbenta ng smartwatch. Ipinost nitong October, sinasabi ng mga pekeng ad na ni-launch ng Power Mac Center ang Smartwatch GT20 Ultra at dinumog ng napakaraming tao ang isa sa mga branch nito, kung saan na-injure ang ilang mamimili. Ang mga pekeng ad ay may mga litrato ng launch daw at may caption na: “Kahapon, opisyal nang inilunsad ng Power Mac Center ang Smartwatch GT20 Ultra na iniangkat mula America at mabibili sa napakamurang espesyal na presyo sa Pilipinas, PHP 1,099 lang kada unit (PHP 2,199 kada dalawang unit) sa pagbubukas ng pansampung branch sa Greenbelt Mall. Dahil masikip ang event, nagdulot ng congestion at pagpupumilit, maraming customer ang hindi nakabili at nahimatay pa dahil sa kakulangan ng oxygen.” Dagdag pa ng mga manloloko: Dahil sa insidente, gagawing available ng Power Mac Center ang smartwatches sa centercitymall.shop, powermaccenter.shop, powermaccenter-ph.site, powermaccenter-ph.asia at powermaccenter-asia.click."
0,"Isang Facebook (FB) page ang gumamit ng vlog ni Doc Liza Ramoso-Ong para magbenta ng pampatak sa tenga na nakapagpapagaling daw ng mga sakit na gaya ng pumutok na eardrum, impeksiyon at tinnitus o pagri-ring sa tenga, sa loob ng ilang linggo lamang. Ang South Moon Ear Drops ay hindi registered sa Food and Drug Administration. Ang 40-segundong pekeng ad ay nagpakita ng limang-segundong putol mula sa isang 10-minutong video na ini-upload sa YouTube channel na Doc Willie & Liza 2nd Channel noong Aug. 28, 2022. Ang FB page na Naturex (ginawa noong July 5, 2022 sa pangalang 1991), ang nag-post ng pekeng ad, ay nanghikayat ng mga tao sa comments section na mag-message sa page tungkol sa produkto. Ang pekeng ad, na unang ipinost noong June 24, ay nagkaroon ng 3.7 million interactions. Nitong Oct. 18, itinatanong pa rin ng mga netizen sa comments section kung paano sila makabibili ng produkto."
0,"Marami sa mga ulat ng balita ang sumipi kay Iloilo Rep. Janette Garin, deputy majority leader sa House of Representatives, na nagsasabing “wala kahit isang buhay” ng pinaghihinalaang drug traffickers, peddlers at users ang nasawi sa pagpapatupad ng anti-drug operations sa ilalim ng administrasyon ni Pangulong Ferdinand Marcos Jr. Pinupuri ang “pagiging makatao” ng diskarte ni Marcos sa paglaban sa iligal na droga, sinabi ni Garin, isang dating kalihim ng health department: “Not a single life of a drug user, peddler, or trafficker was taken. It’s a testament to the belief that bloodshed isn’t the answer to this crisis. This administration will not stand by and watch small-time drug users and street pushers face dire consequences while the major importers and suppliers of these illegal drugs operate with impunity.” Ang parehong mga ulat ng balita ay sumipi kay Surigao Del Norte Rep. Robert Ace Barbers, na sinasabing ang anti-drug campaign ni Marcos ay “hindi madugo.”"
0,"Sabi ni dating pangulong Rodrigo Duterte, patuloy na nakapangingisda ang mga Filipino sa West Philippine Sea dahil sa awa ni Chinese President Xi Jinping. "
0,"Isang YouTube video ang nagsasabing aatakehin ng Hamas ang Pilipinas, sa kasagsagan ng patuloy na armadong tunggalian ng grupo at ng Israel. Ini-upload noong Oct. 14, bungad ng video: “NAKAKATAKOT PINAG HAHANDA NA MILITAR! PBBM BINALAAN NG ISRAEL! HAMAS AATAKE SA PINAS! GYERA NATALAGA.” Ini-upload ng mga YouTube channel na Boss Balita TV, BALITA NI JUAN at WANGBUDISS TV, ang video na may maling impormasyon ay nagka-100,124 views, 3,100 likes at 662 comments. Ipinost din ulit ng mga Facebook user ang mga link. "
0,"Inalis ng administrasyong Marcos ang anibersaryo ng 1986 EDSA People Power Revolution sa listahan ng mga holiday para sa 2024 “dahil [ito] ay pumapatak sa araw ng Linggo.” Nilagdaan ni Executive Secretary Lucas Bersamin ang Proclamation 368, na inilabas noong Okt. 13, sa pamamagitan ng awtoridad ni Pangulong Ferdinand Marcos Jr. Sa parehong araw na inilabas ang mga kopya ng proklamasyon, naglabas ng pahayag ang Malacañang sa Facebook na nagsasabing: “The Office of the President maintains respect for the commemoration of the EDSA People Power Revolution. However, it was not included in the list of special non-working days for the year 2024 because February 25 falls on a Sunday. There is minimal socio-economic impact in declaring this day as a special non-working holiday since it coincides with the rest day for most workers and laborers.”  "
0,"Isa na namang website na gumagaya sa The Manila Times ang nag-post ng kuwentong inirerekomenda raw ni dating Finance secretary Carlos Dominguez III ang isang cryptocurrency trading program. Ilang Facebook user at isang page ang nagpakalat ng link sa website noon pang Oct. 3. Mayroon itong artikulo sa interview raw ng TV Patrol kay Dominguez, kung saan ipinakita niya umano kung paano ginagawa ng cryptocurrency platform na BTC Ai Urex 2.0 na milyonaryo ang mga Pinoy sa loob lang ng tatlo hanggang apat na buwan. Bungad ng kuwento: “ESPESYAL NA ULAT: Pinakabagong Pamumuhunan ni Carlos Dominguez, Kinamanghaan ng mga Dalubhasa at Kinatakutan ng Malalaking Bangko!” Nagbigay rin ang artikulo ng “step-by-step” na gabay kung paano mag-deposit ng pera sa plataporma para kumita. "
0,"Ilang Facebook (FB) page at group na gumagaya sa Department of Social Welfare and Development (DSWD) ang nag-upload ng mga listahan ng mga napiling beneficiary at online registration daw para scholarship program ng DSWD. Inupload noong Sept. 30, ang mga post ay may tatlong set ng mga listahan ng higit sandaang estudyanteng tatanggap daw ng tigpipitong libong piso. Ang mga pekeng FB pages gaya ng DSWD educational cash assistance (ginawa noong Aug. 17, 2022 bilang DSWD DEPED CHED Scholarship), DSWD Scholarship Program (Aug. 12, 2022 bilang DSWD Scholarship Program 2022) at DSWD P10K AYUDA Registration (Dec. 15, 2021) ang nag-post ng mga pekeng registration. Ipinakalat din ang mga ito sa mga FB group gaya ng Fds member and pay out 2023/2024 (July 10, 2023 bilang 4ps pantawid program), LIBRENG PABAHAY PROGRAM (June 7, 2023) at DSWD NEWS AND UPDATE (Dec. 21, 2020). Sa kabuuan, ang mga post na ito ay nagka-1,032 reactions, 806 comments at 1,791 shares. "
